"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Motif principal du voyage";"Durée de voyage";"Statistiques de voyage";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2022-10";"Colombie-Britannique";"2021A000259";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320900";"12.8.2.2";"237";"D";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320901";"12.8.3.1";"319";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320902";"12.8.3.2";"318";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320903";"12.9.1.1";"103";"D";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320904";"12.9.1.2";"100";"D";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320905";"12.9.2.1";"";"F";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320906";"12.9.2.2";"";"F";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320907";"12.9.3.1";"90";"D";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320908";"12.9.3.2";"90";"D";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320909";"12.10.1.1";"457";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320910";"12.10.1.2";"455";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320911";"12.10.2.1";"228";"D";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320912";"12.10.2.2";"227";"D";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320913";"12.10.3.1";"229";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320914";"12.10.3.2";"228";"C";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320915";"13.1.1.1";"49";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320916";"13.1.1.2";"49";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320917";"13.1.2.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320918";"13.1.2.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320919";"13.1.3.1";"41";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320920";"13.1.3.2";"41";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320921";"13.2.1.1";"9";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320922";"13.2.1.2";"9";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320923";"13.2.2.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320924";"13.2.2.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320925";"13.2.3.1";"9";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320926";"13.2.3.2";"9";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320927";"13.3.1.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320928";"13.3.1.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320929";"13.3.2.1";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320930";"13.3.2.2";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320931";"13.3.3.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320932";"13.3.3.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320933";"13.4.1.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320934";"13.4.1.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320935";"13.4.2.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320936";"13.4.2.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320937";"13.4.3.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320938";"13.4.3.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320939";"13.5.1.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320940";"13.5.1.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320941";"13.5.2.1";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320942";"13.5.2.2";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320943";"13.5.3.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320944";"13.5.3.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320945";"13.6.1.1";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320946";"13.6.1.2";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320947";"13.6.2.1";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320948";"13.6.2.2";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320949";"13.6.3.1";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320950";"13.6.3.2";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Autre motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320951";"13.7.1.1";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Autre motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320952";"13.7.1.2";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320953";"13.7.2.1";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320954";"13.7.2.2";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320955";"13.7.3.1";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320956";"13.7.3.2";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320957";"13.8.1.1";"39";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320958";"13.8.1.2";"39";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320959";"13.8.2.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320960";"13.8.2.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320961";"13.8.3.1";"33";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320962";"13.8.3.2";"33";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320963";"13.9.1.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320964";"13.9.1.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320965";"13.9.2.1";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320966";"13.9.2.2";"";"..";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320967";"13.9.3.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320968";"13.9.3.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320969";"13.10.1.1";"29";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320970";"13.10.1.2";"29";"E";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320971";"13.10.2.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320972";"13.10.2.2";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320973";"13.10.3.1";"";"F";"";"";"0"
"2022-10";"Yukon, Territoires du Nord-Ouest et Nunavut";"";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320974";"13.10.3.2";"";"F";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320975";"14.1.1.1";"7555";"A";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320976";"14.1.1.2";"6630";"A";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320977";"14.1.2.1";"2103";"B";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320978";"14.1.2.2";"1809";"B";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320979";"14.1.3.1";"5452";"A";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320980";"14.1.3.2";"4821";"A";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320981";"14.2.1.1";"6883";"A";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320982";"14.2.1.2";"5960";"A";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320983";"14.2.2.1";"1939";"B";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320984";"14.2.2.2";"1645";"B";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320985";"14.2.3.1";"4944";"A";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320986";"14.2.3.2";"4314";"A";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320987";"14.3.1.1";"3838";"A";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320988";"14.3.1.2";"3368";"A";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320989";"14.3.2.1";"680";"C";"";"";"0"
"2022-10";"Régions autre que le Canada";"";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320990";"14.3.2.2";"591";"C";"";"";"0"
